epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,16302.9,0.30148,0.38383,0.23724,0.84489,0.98319,0.78181,0.79372,0.77936,0.98871,0.7805,0.79413,0.73564,0.20103,0.32496,0.14132,0.76857,0.00014952,0.00014952,0.00014952
40,16717.4,0.30156,0.38383,0.23476,0.84341,0.98318,0.78189,0.7937,0.77958,0.98797,0.78059,0.79429,0.73571,0.20066,0.32459,0.14119,0.7684,0.00014556,0.00014556,0.00014556
41,17128.9,0.3019,0.39104,0.23615,0.84396,0.98373,0.78203,0.79373,0.77964,0.98336,0.78173,0.79439,0.73583,0.20033,0.32421,0.1408,0.76826,0.0001416,0.0001416,0.0001416
42,17541,0.29985,0.39236,0.2338,0.84269,0.98349,0.78203,0.79379,0.77979,0.98324,0.78174,0.79439,0.73593,0.20002,0.32337,0.14048,0.76807,0.00013764,0.00013764,0.00013764
43,17954.5,0.298,0.38018,0.23176,0.84202,0.98328,0.78203,0.79384,0.77983,0.983,0.78174,0.79439,0.73612,0.19986,0.32351,0.14014,0.76797,0.00013368,0.00013368,0.00013368
44,18368.2,0.29698,0.38395,0.22953,0.84306,0.98308,0.78203,0.79386,0.78019,0.98901,0.7807,0.79446,0.73641,0.19959,0.32317,0.13968,0.76778,0.00012972,0.00012972,0.00012972
45,18782,0.29515,0.37913,0.22869,0.84146,0.9834,0.78203,0.79395,0.78021,0.98908,0.78081,0.79447,0.73609,0.19931,0.32272,0.13917,0.76763,0.00012576,0.00012576,0.00012576
46,19194.8,0.29388,0.37302,0.22604,0.84074,0.98382,0.78185,0.79394,0.78018,0.9891,0.78082,0.79454,0.73623,0.19908,0.3218,0.13858,0.76748,0.0001218,0.0001218,0.0001218
47,19606.7,0.29195,0.37573,0.22553,0.83989,0.98903,0.78094,0.79399,0.78029,0.98882,0.78082,0.79483,0.73637,0.19879,0.32189,0.13861,0.76735,0.00011784,0.00011784,0.00011784
48,20019.6,0.28894,0.37035,0.22202,0.83987,0.98875,0.78105,0.79399,0.78024,0.98883,0.7809,0.79463,0.73668,0.19842,0.3214,0.13849,0.76716,0.00011388,0.00011388,0.00011388
49,20432.5,0.28961,0.36914,0.22067,0.83834,0.98957,0.78105,0.79419,0.78038,0.98937,0.78093,0.79471,0.73672,0.19795,0.3212,0.13808,0.76697,0.00010992,0.00010992,0.00010992
